Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),coordinates
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,47,141,"35.6895, 139.6917"
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,150,"35.6895, 139.6917"
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149,"35.6895, 139.6917"
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155,"35.6895, 139.6917"
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.2,7.5,8.4,34,197,"35.6895, 139.6917"
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.8,8.1,9.0,31,211,"35.6895, 139.6917"
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.9,8.5,10.4,27,242,"35.6895, 139.6917"
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,204,"35.6895, 139.6917"
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,10.3,8.2,9.3,30,216,"35.6895, 139.6917"
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213,"35.6895, 139.6917"
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261,"35.4437, 139.6380"
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269,"35.4437, 139.6380"
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,270,"35.4437, 139.6380"
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278,"35.4437, 139.6380"
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.8,6.0,7.5,38,176,"35.4437, 139.6380"
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,10.6,7.3,9.1,31,214,"35.4437, 139.6380"
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.8,6.5,7.8,36,183,"35.4437, 139.6380"
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,18,362,"35.4437, 139.6380"
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.5,10.5,12.2,23,286,"35.4437, 139.6380"
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25,268,"35.4437, 139.6380"
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,10.6,12.9,22,304,"35.4437, 139.6380"
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.8,20,326,"35.4437, 139.6380"
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317,"35.4437, 139.6380"
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.7,12.8,22,300,"35.4437, 139.6380"
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.5,8.0,35,189,"35.4437, 139.6380"
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,8.6,7.2,8.0,35,188,"35.4437, 139.6380"
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,9.0,7.8,8.4,34,199,"35.4437, 139.6380"
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,9.0,7.6,8.4,34,197,"35.4437, 139.6380"
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.5,8.3,8.9,32,209,"35.4437, 139.6380"
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,225,"35.4437, 139.6380"
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.9,6.8,7.9,36,186,"35.4437, 139.6380"
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,185,"35.4437, 139.6380"
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230,"35.4437, 139.6380"
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.4,9.9,29,232,"35.4437, 139.6380"
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,9.0,9.4,30,220,"35.4437, 139.6380"
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,"35.4437, 139.6380"
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,"35.4437, 139.6380"
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,258,"35.4437, 139.6380"
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191,"35.4437, 139.6380"
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,10.0,8.1,9.2,31,216,"35.4437, 139.6380"
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,9.1,7.5,8.4,34,197,"35.4437, 139.6380"
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.0,8.2,34,192,"35.4437, 139.6380"
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,203,"35.4437, 139.6380"
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,"35.4437, 139.6380"
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195,"35.4437, 139.6380"
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,171,"35.4437, 139.6380"
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,9.0,6.8,8.0,35,187,"35.4437, 139.6380"
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,"35.4437, 139.6380"
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204,"35.4437, 139.6380"
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,"35.4437, 139.6380"
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,"35.4437, 139.6380"
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16.0,12.0,14.2,20,333,"35.4437, 139.6380"
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,"35.4437, 139.6380"
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,"35.4437, 139.6380"
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,"48.83583, 9.15250"
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237,"48.83583, 9.15250"
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,"48.83583, 9.15250"
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241,"48.83583, 9.15250"
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,"48.83583, 9.15250"
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,"48.83583, 9.15250"
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,"48.83583, 9.15250"
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,232,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.9,8.5,9.9,29,231,"48.83583, 9.15250"
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,"48.83583, 9.15250"
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,"48.83583, 9.15250"
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,"48.83583, 9.15250"
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,"48.83583, 9.15250"
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,"48.83583, 9.15250"
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,"48.83583, 9.15250"
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,"48.83583, 9.15250"
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,"48.83583, 9.15250"
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,"48.83583, 9.15250"
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,"48.83583, 9.15250"
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,"48.83583, 9.15250"
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,"48.83583, 9.15250"
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,"48.83583, 9.15250"
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.9,9.7,11.5,25,268,"48.83583, 9.15250"
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281,"48.83583, 9.15250"
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,13.9,9.6,12.0,24,281,"48.83583, 9.15250"
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.5,10.4,12.6,22,296,"48.83583, 9.15250"
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,"48.83583, 9.15250"
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,"48.83583, 9.15250"
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,"48.83583, 9.15250"
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,"48.83583, 9.15250"
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,"48.83583, 9.15250"
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,"48.83583, 9.15250"
PORSCHE,MACAN,SUV - SMALL,2.0,4,A7,Z,11.6,9.3,10.6,27,248,"48.83583, 9.15250"
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,285,"48.83583, 9.15250"
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,13.8,10.3,12.3,23,287,"48.83583, 9.15250"
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,"48.83583, 9.15250"
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,"42.7000, -83.2000"
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,"42.7000, -83.2000"
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,"42.7000, -83.2000"
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,"42.7000, -83.2000"
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,"42.7000, -83.2000"
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,"42.7000, -83.2000"
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,"42.7000, -83.2000"
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.5,12.7,15.4,18,361,"42.7000, -83.2000"
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,"42.7000, -83.2000"
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,"42.7000, -83.2000"
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,"42.7000, -83.2000"
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,"50.8514, -0.8518"
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,"50.8514, -0.8518"
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401,"50.8514, -0.8518"
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375,"50.8514, -0.8518"
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,7.0,6.3,6.7,42,152,"48.7758, 9.1829"
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,"35.6895, 139.6917"
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.1,8.0,9.7,29,228,"35.6895, 139.6917"
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,9.1,7.2,8.2,34,193,"35.6895, 139.6917"
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,216,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30,223,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,196,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,228,"35.6895, 139.6917"
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,"35.6895, 139.6917"
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208,"35.6895, 139.6917"
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176,"35.6895, 139.6917"
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9.3,7.0,8.3,34,194,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.9,9.5,30,222,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.4,7.3,8.4,34,198,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.3,9.8,29,229,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,"35.6895, 139.6917"
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.5,9.6,11.2,25,255,"35.6895, 139.6917"
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235,"35.6895, 139.6917"
SUBARU,WRX AWD,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,285,"35.6895, 139.6917"
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310,"35.0833, 137.1667"
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310,"35.0833, 137.1667"
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,"35.0833, 137.1667"
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,"35.0833, 137.1667"
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,"35.0833, 137.1667"
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.8,7.1,8.6,33,199,"35.0833, 137.1667"
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.8,9.6,29,224,"35.0833, 137.1667"
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.6,6.2,5.9,48,137,"35.0833, 137.1667"
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.3,6.0,47,141,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.4,6.5,7.5,38,176,"35.0833, 137.1667"
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,"35.0833, 137.1667"
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8.0,6.3,7.2,39,168,"35.0833, 137.1667"
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176,"35.0833, 137.1667"
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185,"35.0833, 137.1667"
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,"35.0833, 137.1667"
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,251,"35.0833, 137.1667"
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,247,"35.0833, 137.1667"
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,"35.0833, 137.1667"
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,"35.0833, 137.1667"
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,105,"35.0833, 137.1667"
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,"35.0833, 137.1667"
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6.0,5.8,49,135,"35.0833, 137.1667"
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.3,8.0,9.2,31,217,"35.0833, 137.1667"
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.8,9.0,31,210,"35.0833, 137.1667"
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30,222,"35.0833, 137.1667"
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,226,"35.0833, 137.1667"
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39,170,"35.0833, 137.1667"
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.7,13.8,16.5,17,380,"35.0833, 137.1667"
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26,255,"35.0833, 137.1667"
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,"35.0833, 137.1667"
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,"35.0833, 137.1667"
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24,279,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.0,24,283,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.6,12.8,22,301,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,"35.0833, 137.1667"
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.8,12.3,14.2,20,334,"35.0833, 137.1667"
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18,358,"35.0833, 137.1667"
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,12.6,14.9,19,349,"35.0833, 137.1667"
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,378,"35.0833, 137.1667"
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,"35.0833, 137.1667"
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,"35.0833, 137.1667"
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,"35.0833, 137.1667"
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168,"35.0833, 137.1667"
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,7.1,8.4,34,198,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.6,7.5,8.6,33,201,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199,"52.43639, 10.76917"
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,13.9,9.3,11.8,24,277,"52.43639, 10.76917"
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.4,6.7,8.2,34,192,"52.43639, 10.76917"
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.6,8.1,35,190,"52.43639, 10.76917"
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.2,8.5,33,199,"52.43639, 10.76917"
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.7,7.0,8.5,33,198,"52.43639, 10.76917"
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Z,10.4,7.9,9.3,30,216,"52.43639, 10.76917"
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,10.9,7.7,9.4,30,220,"52.43639, 10.76917"
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8.0,9.4,30,220,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,6.9,8.2,34,192,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.6,6.8,8.3,34,194,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.6,8.0,9.4,30,220,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,8.5,6.2,7.4,38,175,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M5,X,8.3,5.9,7.2,39,168,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AM6,X,9.4,6.8,8.2,34,193,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,9.8,7.4,8.7,32,205,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,X,10.2,7.2,8.9,32,208,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,10.1,7.0,8.7,32,204,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,11.9,8.5,10.4,27,242,"52.43639, 10.76917"
